T,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
5153,799,809,819,829,839,849
5154,800,810,820,830,840,850
5155,801,811,821,831,841,851
5156,802,812,822,832,842,852
5157,803,813,823,833,843,853
5158,804,814,824,834,844,854
5159,805,815,825,835,845,855
5160,806,816,826,836,846,856
5161,807,817,827,837,847,857
5162,808,818,828,838,848,858
5163,809,819,829,839,849,859
5164,810,820,830,840,850,860
5165,811,821,831,841,851,861
5166,812,822,832,842,852,862
5167,813,823,833,843,853,863
5168,814,824,834,844,854,864
5169,815,825,835,845,855,865
5170,816,826,836,846,856,866
5171,817,827,837,847,857,867
5172,818,828,838,848,858,868
5173,819,829,839,849,859,869
5174,820,830,840,850,860,870
5175,821,831,841,851,861,871
5176,822,832,842,852,862,872
5177,823,833,843,853,863,873
5178,824,834,844,854,864,874
5179,825,835,845,855,865,875
5180,826,836,846,856,866,876
5181,827,837,847,857,867,877
5182,828,838,848,858,868,878
5183,829,839,849,859,869,879
5184,830,840,850,860,870,880
5185,831,841,851,861,871,881
5186,832,842,852,862,872,882
5187,833,843,853,863,873,883
5188,834,844,854,864,874,884
5189,835,845,855,865,875,885
5190,836,846,856,866,876,886
5191,837,847,857,867,877,887
5192,838,848,858,868,878,888
5193,839,849,859,869,879,889
5194,840,850,860,870,880,890
5195,841,851,861,871,881,891
5196,842,852,862,872,882,892
5197,843,853,863,873,883,893
5198,844,854,864,874,884,894
5199,845,855,865,875,885,895
5200,846,856,866,876,886,896
5201,847,857,867,877,887,897
5202,848,858,868,878,888,898
5203,849,859,869,879,889,899
5204,850,860,870,880,890,900
5205,851,861,871,881,891,901
5206,852,862,872,882,892,902
5207,853,863,873,883,893,903
5208,854,864,874,884,894,904
5209,855,865,875,885,895,905
5210,856,866,876,886,896,906
5211,857,867,877,887,897,907
5212,858,868,878,888,898,908
5213,859,869,879,889,899,909
5214,860,870,880,890,900,910
5215,861,871,881,891,901,911
5216,862,872,882,892,902,912
5217,863,873,883,893,903,913
5218,864,874,884,894,904,914
5219,865,875,885,895,905,915
5220,866,876,886,896,906,916
5221,867,877,887,897,907,917
5222,868,878,888,898,908,918
5223,869,879,889,899,909,919
5224,870,880,890,900,910,920
5225,871,881,891,901,911,921
5226,872,882,892,902,912,922
5227,873,883,893,903,913,923
5228,874,884,894,904,914,924
5229,875,885,895,905,915,925
5230,876,886,896,906,916,926
5231,877,887,897,907,917,927
5232,878,888,898,908,918,928
5233,879,889,899,909,919,929
5234,880,890,900,910,920,930
5235,881,891,901,911,921,931
5236,882,892,902,912,922,932
5237,883,893,903,913,923,933
5238,884,894,904,914,924,934
5239,885,895,905,915,925,935
5240,886,896,906,916,926,936
5241,887,897,907,917,927,937
5242,888,898,908,918,928,938
5243,889,899,909,919,929,939
5244,890,900,910,920,930,940
5245,891,901,911,921,931,941
5246,892,902,912,922,932,942
5247,893,903,913,923,933,943
5248,894,904,914,924,934,944
5249,895,905,915,925,935,945
5250,896,906,916,926,936,946
5251,897,907,917,927,937,947
5252,898,908,918,928,938,948
5253,899,909,919,929,939,949
5254,900,910,920,930,940,950
5255,901,911,921,931,941,951
5256,902,912,922,932,942,952
5257,903,913,923,933,943,953
5258,904,914,924,934,944,954
5259,905,915,925,935,945,955
5260,906,916,926,936,946,956
5261,907,917,927,937,947,957
5262,908,918,928,938,948,958
5263,909,919,929,939,949,959
5264,910,920,930,940,950,960
5265,911,921,931,941,951,961
5266,912,922,932,942,952,962
5267,913,923,933,943,953,963
5268,914,924,934,944,954,964
5269,915,925,935,945,955,965
5270,916,926,936,946,956,966
5271,917,927,937,947,957,967
5272,918,928,938,948,958,968
5273,919,929,939,949,959,969
5274,920,930,940,950,960,970
5275,921,931,941,951,961,971
5276,922,932,942,952,962,972
5277,923,933,943,953,963,973
5278,924,934,944,954,964,974
5279,925,935,945,955,965,975
5280,926,936,946,956,966,976
5281,927,937,947,957,967,977
5282,928,938,948,958,968,978
5283,929,939,949,959,969,979
5284,930,940,950,960,970,980
5285,931,941,951,961,971,981
5286,932,942,952,962,972,982
5287,933,943,953,963,973,983
5288,934,944,954,964,974,984
5289,935,945,955,965,975,985
5290,936,946,956,966,976,986
5291,937,947,957,967,977,987
5292,938,948,958,968,978,988
5293,939,949,959,969,979,989
5294,940,950,960,970,980,990
5295,941,951,961,971,981,991
5296,942,952,962,972,982,992
5297,943,953,963,973,983,993
5298,944,954,964,974,984,994
5299,945,955,965,975,985,995
5300,946,956,966,976,986,996
5301,947,957,967,977,987,997
5302,948,958,968,978,988,998
5303,949,959,969,979,989,999
5304,950,960,970,980,990,0
5305,951,961,971,981,991,1
5306,952,962,972,982,992,2
5307,953,963,973,983,993,3
5308,954,964,974,984,994,4
5309,955,965,975,985,995,5
5310,956,966,976,986,996,6
5311,957,967,977,987,997,7
5312,958,968,978,988,998,8
5313,959,969,979,989,999,9
5314,960,970,980,990,0,10
5315,961,971,981,991,1,11
5316,962,972,982,992,2,12
5317,963,973,983,993,3,13
5318,964,974,984,994,4,14
5319,965,975,985,995,5,15
5320,966,976,986,996,6,16
5321,967,977,987,997,7,17
5322,968,978,988,998,8,18
5323,969,979,989,999,9,19
5324,970,980,990,0,10,20
5325,971,981,991,1,11,21
5326,972,982,992,2,12,22
5327,973,983,993,3,13,23
5328,974,984,994,4,14,24
5329,975,985,995,5,15,25
5330,976,986,996,6,16,26
5331,977,987,997,7,17,27
5332,978,988,998,8,18,28
5333,979,989,999,9,19,29
5334,980,990,0,10,20,30
5335,981,991,1,11,21,31
5336,982,992,2,12,22,32
5337,983,993,3,13,23,33
5338,984,994,4,14,24,34
5339,985,995,5,15,25,35
5340,986,996,6,16,26,36
5341,987,997,7,17,27,37
5342,988,998,8,18,28,38
5343,989,999,9,19,29,39
5344,990,0,10,20,30,40
5345,991,1,11,21,31,41
5346,992,2,12,22,32,42
5347,993,3,13,23,33,43
5348,994,4,14,24,34,44
5349,995,5,15,25,35,45
5350,996,6,16,26,36,46
5351,997,7,17,27,37,47
5352,998,8,18,28,38,48
5353,999,9,19,29,39,49
5354,0,10,20,30,40,50
5355,1,11,21,31,41,51
5356,2,12,22,32,42,52
5357,3,13,23,33,43,53
5358,4,14,24,34,44,54
5359,5,15,25,35,45,55
5360,6,16,26,36,46,56
5361,7,17,27,37,47,57
5362,8,18,28,38,48,58
5363,9,19,29,39,49,59
5364,10,20,30,40,50,60
5365,11,21,31,41,51,61
5366,12,22,32,42,52,62
5367,13,23,33,43,53,63
5368,14,24,34,44,54,64
5369,15,25,35,45,55,65
5370,16,26,36,46,56,66
5371,17,27,37,47,57,67
5372,18,28,38,48,58,68
5373,19,29,39,49,59,69
5374,20,30,40,50,60,70
5375,21,31,41,51,61,71
5376,22,32,42,52,62,72
5377,23,33,43,53,63,73
5378,24,34,44,54,64,74
5379,25,35,45,55,65,75
5380,26,36,46,56,66,76
5381,27,37,47,57,67,77
5382,28,38,48,58,68,78
5383,29,39,49,59,69,79
5384,30,40,50,60,70,80
5385,31,41,51,61,71,81
5386,32,42,52,62,72,82
5387,33,43,53,63,73,83
5388,34,44,54,64,74,84
5389,35,45,55,65,75,85
5390,36,46,56,66,76,86
5391,37,47,57,67,77,87
5392,38,48,58,68,78,88
5393,39,49,59,69,79,89
5394,40,50,60,70,80,90
5395,41,51,61,71,81,91
5396,42,52,62,72,82,92
5397,43,53,63,73,83,93
5398,44,54,64,74,84,94
5399,45,55,65,75,85,95
5400,46,56,66,76,86,96
5401,47,57,67,77,87,97
5402,48,58,68,78,88,98
5403,49,59,69,79,89,99
5404,50,60,70,80,90,100
5405,51,61,71,81,91,101
5406,52,62,72,82,92,102
5407,53,63,73,83,93,103
5408,54,64,74,84,94,104
5409,55,65,75,85,95,105
5410,56,66,76,86,96,106
5411,57,67,77,87,97,107
5412,58,68,78,88,98,108
5413,59,69,79,89,99,109
5414,60,70,80,90,100,110
5415,61,71,81,91,101,111
5416,62,72,82,92,102,112
5417,63,73,83,93,103,113
5418,64,74,84,94,104,114
5419,65,75,85,95,105,115
5420,66,76,86,96,106,116
5421,67,77,87,97,107,117
5422,68,78,88,98,108,118
5423,69,79,89,99,109,119
5424,70,80,90,100,110,120
5425,71,81,91,101,111,121
5426,72,82,92,102,112,122
5427,73,83,93,103,113,123
5428,74,84,94,104,114,124
5429,75,85,95,105,115,125
5430,76,86,96,106,116,126
5431,77,87,97,107,117,127
5432,78,88,98,108,118,128
5433,79,89,99,109,119,129
5434,80,90,100,110,120,130
5435,81,91,101,111,121,131
5436,82,92,102,112,122,132
5437,83,93,103,113,123,133
5438,84,94,104,114,124,134
5439,85,95,105,115,125,135
5440,86,96,106,116,126,136
5441,87,97,107,117,127,137
5442,88,98,108,118,128,138
5443,89,99,109,119,129,139
5444,90,100,110,120,130,140
5445,91,101,111,121,131,141
5446,92,102,112,122,132,142
5447,93,103,113,123,133,143
5448,94,104,114,124,134,144
5449,95,105,115,125,135,145
5450,96,106,116,126,136,146
5451,97,107,117,127,137,147
5452,98,108,118,128,138,148
5453,99,109,119,129,139,149
5454,100,110,120,130,140,150
5455,101,111,121,131,141,151
5456,102,112,122,132,142,152
5457,103,113,123,133,143,153
5458,104,114,124,134,144,154
5459,105,115,125,135,145,155
5460,106,116,126,136,146,156
5461,107,117,127,137,147,157
5462,108,118,128,138,148,158
5463,109,119,129,139,149,159
5464,110,120,130,140,150,160
5465,111,121,131,141,151,161
5466,112,122,132,142,152,162
5467,113,123,133,143,153,163
5468,114,124,134,144,154,164
5469,115,125,135,145,155,165
5470,116,126,136,146,156,166
5471,117,127,137,147,157,167
5472,118,128,138,148,158,168
5473,119,129,139,149,159,169
5474,120,130,140,150,160,170
5475,121,131,141,151,161,171
5476,122,132,142,152,162,172
5477,123,133,143,153,163,173
5478,124,134,144,154,164,174
5479,125,135,145,155,165,175
5480,126,136,146,156,166,176
5481,127,137,147,157,167,177
5482,128,138,148,158,168,178
5483,129,139,149,159,169,179
5484,130,140,150,160,170,180
5485,131,141,151,161,171,181
5486,132,142,152,162,172,182
5487,133,143,153,163,173,183
5488,134,144,154,164,174,184
5489,135,145,155,165,175,185
5490,136,146,156,166,176,186
5491,137,147,157,167,177,187
5492,138,148,158,168,178,188
5493,139,149,159,169,179,189
5494,140,150,160,170,180,190
5495,141,151,161,171,181,191
5496,142,152,162,172,182,192
5497,143,153,163,173,183,193
5498,144,154,164,174,184,194
5499,145,155,165,175,185,195
5500,146,156,166,176,186,196
5501,147,157,167,177,187,197
5502,148,158,168,178,188,198
5503,149,159,169,179,189,199
5504,150,160,170,180,190,200
5505,151,161,171,181,191,201
5506,152,162,172,182,192,202
5507,153,163,173,183,193,203
5508,154,164,174,184,194,204
5509,155,165,175,185,195,205
5510,156,166,176,186,196,206
5511,157,167,177,187,197,207
5512,158,168,178,188,198,208
5513,159,169,179,189,199,209
5514,160,170,180,190,200,210
5515,161,171,181,191,201,211
5516,162,172,182,192,202,212
5517,163,173,183,193,203,213
5518,164,174,184,194,204,214
5519,165,175,185,195,205,215
5520,166,176,186,196,206,216
5521,167,177,187,197,207,217
5522,168,178,188,198,208,218
5523,169,179,189,199,209,219
5524,170,180,190,200,210,220
5525,171,181,191,201,211,221
5526,172,182,192,202,212,222
5527,173,183,193,203,213,223
5528,174,184,194,204,214,224
5529,175,185,195,205,215,225
5530,176,186,196,206,216,226
5531,177,187,197,207,217,227
5532,178,188,198,208,218,228
5533,179,189,199,209,219,229
5534,180,190,200,210,220,230
5535,181,191,201,211,221,231
5536,182,192,202,212,222,232
5537,183,193,203,213,223,233
5538,184,194,204,214,224,234
5539,185,195,205,215,225,235
5540,186,196,206,216,226,236
5541,187,197,207,217,227,237
5542,188,198,208,218,228,238
5543,189,199,209,219,229,239
5544,190,200,210,220,230,240
5545,191,201,211,221,231,241
5546,192,202,212,222,232,242
5547,193,203,213,223,233,243
5548,194,204,214,224,234,244
5549,195,205,215,225,235,245
5550,196,206,216,226,236,246
5551,197,207,217,227,237,247
5552,198,208,218,228,238,248
5553,199,209,219,229,239,249
5554,200,210,220,230,240,250
5555,201,211,221,231,241,251
5556,202,212,222,232,242,252
5557,203,213,223,233,243,253
5558,204,214,224,234,244,254
5559,205,215,225,235,245,255
5560,206,216,226,236,246,256
5561,207,217,227,237,247,257
5562,208,218,228,238,248,258
5563,209,219,229,239,249,259
5564,210,220,230,240,250,260
5565,211,221,231,241,251,261
5566,212,222,232,242,252,262
5567,213,223,233,243,253,263
5568,214,224,234,244,254,264
5569,215,225,235,245,255,265
5570,216,226,236,246,256,266
5571,217,227,237,247,257,267
5572,218,228,238,248,258,268
5573,219,229,239,249,259,269
5574,220,230,240,250,260,270
5575,221,231,241,251,261,271
5576,222,232,242,252,262,272
5577,223,233,243,253,263,273
5578,224,234,244,254,264,274
5579,225,235,245,255,265,275
5580,226,236,246,256,266,276
5581,227,237,247,257,267,277
5582,228,238,248,258,268,278
5583,229,239,249,259,269,279
5584,230,240,250,260,270,280
5585,231,241,251,261,271,281
5586,232,242,252,262,272,282
5587,233,243,253,263,273,283
5588,234,244,254,264,274,284
5589,235,245,255,265,275,285
5590,236,246,256,266,276,286
5591,237,247,257,267,277,287
5592,238,248,258,268,278,288
5593,239,249,259,269,279,289
5594,240,250,260,270,280,290
5595,241,251,261,271,281,291
5596,242,252,262,272,282,292
5597,243,253,263,273,283,293
5598,244,254,264,274,284,294
5599,245,255,265,275,285,295
5600,246,256,266,276,286,296
5601,247,257,267,277,287,297
5602,248,258,268,278,288,298
5603,249,259,269,279,289,299
5604,250,260,270,280,290,300
5605,251,261,271,281,291,301
5606,252,262,272,282,292,302
5607,253,263,273,283,293,303
5608,254,264,274,284,294,304
5609,255,265,275,285,295,305
5610,256,266,276,286,296,306
5611,257,267,277,287,297,307
5612,258,268,278,288,298,308
5613,259,269,279,289,299,309
5614,260,270,280,290,300,310
5615,261,271,281,291,301,311
5616,262,272,282,292,302,312
5617,263,273,283,293,303,313
5618,264,274,284,294,304,314
5619,265,275,285,295,305,315
5620,266,276,286,296,306,316
5621,267,277,287,297,307,317
5622,268,278,288,298,308,318
5623,269,279,289,299,309,319
5624,270,280,290,300,310,320
5625,271,281,291,301,311,321
5626,272,282,292,302,312,322
5627,273,283,293,303,313,323
5628,274,284,294,304,314,324
5629,275,285,295,305,315,325
5630,276,286,296,306,316,326
5631,277,287,297,307,317,327
5632,278,288,298,308,318,328
5633,279,289,299,309,319,329
5634,280,290,300,310,320,330
5635,281,291,301,311,321,331
5636,282,292,302,312,322,332
5637,283,293,303,313,323,333
5638,284,294,304,314,324,334
5639,285,295,305,315,325,335
5640,286,296,306,316,326,336
5641,287,297,307,317,327,337
5642,288,298,308,318,328,338
5643,289,299,309,319,329,339
5644,290,300,310,320,330,340
5645,291,301,311,321,331,341
5646,292,302,312,322,332,342
5647,293,303,313,323,333,343
5648,294,304,314,324,334,344
5649,295,305,315,325,335,345
5650,296,306,316,326,336,346
5651,297,307,317,327,337,347
5652,298,308,318,328,338,348
5653,299,309,319,329,339,349
5654,300,310,320,330,340,350
5655,301,311,321,331,341,351
5656,302,312,322,332,342,352
5657,303,313,323,333,343,353
5658,304,314,324,334,344,354
5659,305,315,325,335,345,355
5660,306,316,326,336,346,356
5661,307,317,327,337,347,357
5662,308,318,328,338,348,358
5663,309,319,329,339,349,359
5664,310,320,330,340,350,360
5665,311,321,331,341,351,361
5666,312,322,332,342,352,362
5667,313,323,333,343,353,363
5668,314,324,334,344,354,364
5669,315,325,335,345,355,365
5670,316,326,336,346,356,366
5671,317,327,337,347,357,367
5672,318,328,338,348,358,368
5673,319,329,339,349,359,369
5674,320,330,340,350,360,370
5675,321,331,341,351,361,371
5676,322,332,342,352,362,372
5677,323,333,343,353,363,373
5678,324,334,344,354,364,374
5679,325,335,345,355,365,375
5680,326,336,346,356,366,376
5681,327,337,347,357,367,377
5682,328,338,348,358,368,378
5683,329,339,349,359,369,379
5684,330,340,350,360,370,380
5685,331,341,351,361,371,381
5686,332,342,352,362,372,382
5687,333,343,353,363,373,383
5688,334,344,354,364,374,384
5689,335,345,355,365,375,385
5690,336,346,356,366,376,386
5691,337,347,357,367,377,387
5692,338,348,358,368,378,388
5693,339,349,359,369,379,389
5694,340,350,360,370,380,390
5695,341,351,361,371,381,391
5696,342,352,362,372,382,392
5697,343,353,363,373,383,393
5698,344,354,364,374,384,394
5699,345,355,365,375,385,395
5700,346,356,366,376,386,396
5701,347,357,367,377,387,397
5702,348,358,368,378,388,398
5703,349,359,369,379,389,399
5704,350,360,370,380,390,400
5705,351,361,371,381,391,401
5706,352,362,372,382,392,402
5707,353,363,373,383,393,403
5708,354,364,374,384,394,404
5709,355,365,375,385,395,405
5710,356,366,376,386,396,406
5711,357,367,377,387,397,407
5712,358,368,378,388,398,408
5713,359,369,379,389,399,409
5714,360,370,380,390,400,410
5715,361,371,381,391,401,411
5716,362,372,382,392,402,412
5717,363,373,383,393,403,413
5718,364,374,384,394,404,414
5719,365,375,385,395,405,415
5720,366,376,386,396,406,416
5721,367,377,387,397,407,417
5722,368,378,388,398,408,418
5723,369,379,389,399,409,419
5724,370,380,390,400,410,420
5725,371,381,391,401,411,421
5726,372,382,392,402,412,422
5727,373,383,393,403,413,423
5728,374,384,394,404,414,424
5729,375,385,395,405,415,425
5730,376,386,396,406,416,426
5731,377,387,397,407,417,427
5732,378,388,398,408,418,428
5733,379,389,399,409,419,429
5734,380,390,400,410,420,430
5735,381,391,401,411,421,431
5736,382,392,402,412,422,432
5737,383,393,403,413,423,433
5738,384,394,404,414,424,434
5739,385,395,405,415,425,435
5740,386,396,406,416,426,436
5741,387,397,407,417,427,437
5742,388,398,408,418,428,438
5743,389,399,409,419,429,439
5744,390,400,410,420,430,440
5745,391,401,411,421,431,441
5746,392,402,412,422,432,442
5747,393,403,413,423,433,443
5748,394,404,414,424,434,444
5749,395,405,415,425,435,445
5750,396,406,416,426,436,446
5751,397,407,417,427,437,447
5752,398,408,418,428,438,448
5753,399,409,419,429,439,449
5754,400,410,420,430,440,450
5755,401,411,421,431,441,451
5756,402,412,422,432,442,452
5757,403,413,423,433,443,453
5758,404,414,424,434,444,454
5759,405,415,425,435,445,455
5760,406,416,426,436,446,456
5761,407,417,427,437,447,457
5762,408,418,428,438,448,458
5763,409,419,429,439,449,459
5764,410,420,430,440,450,460
5765,411,421,431,441,451,461
